person,personLabel,deathDate,deathPlace,deathPlaceLabel,deathLat,deathLon,burialPlace,burialPlaceLabel,burialLat,burialLon
http://www.wikidata.org/entity/Q925016,Moritz Löw,1900-05-25T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1127889,Constantin Michel Telle,1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1170185,Alexander Achilles,1900-10-21T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1301151,Max Schulz,1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1337080,Emil von Berger,1900-03-23T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1351119,Paul Parey,1900-03-31T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,http://www.wikidata.org/entity/Q438183,Alter St.-Matthäus-Kirchhof Berlin,52.490277777,13.366944444
http://www.wikidata.org/entity/Q1357755,Ernst Kruse,1900-02-22T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1359946,Ernst Robert Schneider,1900-04-03T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1445770,Max Koner,1900-07-07T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333
http://www.wikidata.org/entity/Q1448104,Franz Ludwig Steinmeyer,1900-02-05T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1450028,Franz von Zychlinski,1900-03-17T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,http://www.wikidata.org/entity/Q643891,Invalids' Cemetery,52.531944444,13.371111111
http://www.wikidata.org/entity/Q1460403,Friedrich Kirchner,1900-03-06T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,http://www.wikidata.org/entity/Q1257743,Dreifaltigkeitskirchhof II,52.4875,13.400166666
http://www.wikidata.org/entity/Q1690309,Ludwig Bussler,1900-01-18T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1699433,Paul von Reibnitz,1900-02-14T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,http://www.wikidata.org/entity/Q438183,Alter St.-Matthäus-Kirchhof Berlin,52.490277777,13.366944444
http://www.wikidata.org/entity/Q1733702,Karl von Villaume,1900-06-03T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1782371,Konrad Wernicke,1900-08-21T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
http://www.wikidata.org/entity/Q1800721,Walter von Funke,1900-12-10T00:00:00Z,http://www.wikidata.org/entity/Q64,Berlin,52.516666666,13.383333333,,,,
